annotation_id,natural language,template format,1st worker,2nd worker,3rd worker,4th worker,5th worker,majority
A01_HW_LO_336_1_1,宿題が効率的・効果的でないのであれば、他の方法を試して宿題を改革してまで宿題が必要な理由が提示されていない,なぜ生徒は宿題を改革してまで宿題が必要とすべきと考えているのかが不明確,1,2,3,2,2,2
A01_HW_LO_336_2_1,宿題を変えるべきという根拠が提示されていない。,なぜ教師は宿題を変えるとすべきと考えているのかが不明確,3,3,3,3,3,3
A01_HW_LO_336_3_1,宿題をかえれば、宿題のなかには効率も効果もないものがあるという問題が解決するのかどうか現実味がない。,なぜ宿題を変えることによって効率も効果もないものがあるという問題が解決するという良い結果が起こるのかが不明確,3,3,3,3,3,3
A01_HW_LO_336_5_1,宿題が効率的・効果的でないのであれば、他の方法を試して宿題を改革すればいいという代替案が、なぜ宿題を廃止することより優れているのかが不明,なぜ肯定側の宿題は効率的・効果的でないから宿題を廃止すべきという主張よりも否定側の他の方法を試して宿題を改革すればよいという主張が優位だと言えるのかが不明確,3,3,3,3,3,3
A01_HW_LO_336_6_1,宿題を廃止したからといって、必ずしも勉強が効率的・効果的になるとは限らないという主張は、「必ずしも肯定側の通りにはならない」という弱い否定となっている,なぜ肯定側の宿題を廃止したからといって、必ずしも勉強が効率的・効果的になるとは限らないという主張よりも否定側の宿題の中には効率も効果もないものがあるので、宿題は廃止すべきという主張が優位だと言えるのかが不明確,3,1,2,3,3,3
A01_HW_LO_336_7_1,宿題という方法は、すべての生徒が進行をコントロールしながら十分なスキルを身につけるための有効な手段であるという主張だけでは、なぜ宿題が必要なのかという明示的な理由が示されていない,なぜすべての生徒が進行をコントロールしながら十分なスキルを身につけるための有効な手段であるという理由が宿題が必要という結論を支持するのかが不明確,3,2,3,2,3,3
A01_HW_LO_336_8_1,allstudentに対して宿題が効果的であるという事象に対する根拠が示されていない,なぜ生徒にとって宿題が良いことなのかが不明確,3,3,2,3,3,3
A01_HW_LO_336_9_1,どのように宿題が、すべての生徒が進行をコントロールしながら十分なスキルを身につけるための有効な手段として効果的なのかということが説明されていない,なぜ宿題は進行をコントロールしながら十分なスキルを身につけるための有効な手段として効果的という特性を持つと言えるのかが不明確,3,3,3,3,3,3
A01_HW_LO_343_1_1,宿題がなくても正しい勉強の仕方を教えたり、間違った勉強の仕方を覚えた生徒に正しい勉強の仕方を教えたりする方法を説明していないので、宿題を廃止しても、生徒が正しい勉強の仕方を身につけたり、間違った勉強の仕方を改めたりする保証はないと指摘するだけでは相手の論の否定まではできていない,肯定側の宿題を廃止するべきという主張に宿題を廃止しても、生徒が正しい勉強の仕方を身につけたり、間違った勉強の仕方を改めたりする保証はないというのは直接的な反論になっていない,2,2,3,2,3,2
A01_HW_LO_343_2_1,宿題廃止後に、生徒が正しい勉強の仕方を身につけたり、間違った勉強の仕方を改めたりすることが達成されないという積極的な理由が提示されていない,なぜ宿題廃止によって生徒が正しい勉強の仕方を身につけたり、間違った勉強の仕方を改めたりすることが達成されないという悪い結果が起こるのかが不明確,3,3,3,3,3,3
A01_HW_LO_343_4_1,宿題がある自分たちの世界ではどうなるのかが不明瞭,なぜ肯定側の宿題を廃止すべきという主張よりも否定側の宿題を廃止すべきではないという主張が優位だと言えるのかが不明確,1,3,1,1,1,1
A01_HW_LO_343_5_1,宿題がなくても正しい勉強の仕方を教えたり、間違った勉強の仕方を覚えた生徒に正しい勉強の仕方を教えたりしてくれる人がいないという観点からだけの分析になっている,肯定側の宿題を廃止すべきという主張に宿題がなくても正しい勉強の仕方を教えたり、間違った勉強の仕方を覚えた生徒に正しい勉強の仕方を教えたりしてくれる人がいないというのは直接的な反論になっていない,3,3,3,1,1,3
A01_HW_LO_350_1_1,宿題の必要性についての説明が不足している,なぜ宿題は必要とすべきと考えているのかが不明確,3,3,3,3,3,3
A01_HW_LO_350_2_1,宿題の量やレベルを調整すれば、授業中に宿題をしてしまい授業に集中できないなどの問題も解決できるのかが不明瞭,なぜ宿題の量やレベルを調整すれば、授業中に宿題をしてしまい授業に集中できないなどの問題解決を実現可能なのかが不明確,3,3,3,3,3,3
A01_HW_LO_350_3_1,宿題を使った間違った勉強法を覚えてしまっている、授業中に宿題をする、宿題だけでなく、授業の効率も悪くなる、クラスメートの宿題を丸写しする、勉強の仕方を理解せずに宿題を終わらせる等の問題が解決可能かどうかについて描写がない,なぜ宿題を使った間違った勉強法を覚えてしまっている、授業中に宿題をする、宿題だけでなく、授業の効率も悪くなる、クラスメートの宿題を丸写しする、勉強の仕方を理解せずに宿題を終わらせる等の問題解決を実現可能なのかが不明確,3,3,3,2,3,3
A01_HW_LO_350_4_1,間違った勉強法を覚えてしまう生徒がいるという問題の原因は宿題そのものではなく、そもそもの宿題の内容にあるという主張で、なぜ、宿題そのものに問題がないのかの抽象的な理由が不明,なぜ宿題そのものは間違った勉強法を覚えてしまう生徒がいるという問題の原因ではないという特性を持つと言えるのかが不明確,3,2,2,2,2,2
